LoanID,percentual_predict
UGH5GPDP8S,0.11360512176163697
LC125PZFMJ,0.14104051172220672
G4MP8IQXA3,0.0453495348004471
OY62POP33I,0.05745001208695519
6LAY2HOAFQ,0.0995683390506523
WDXQC0DE2L,0.025327750871034897
BWKUJVHKDC,0.21585730876702855
MG6NZ54Q9Y,0.026769750245452056
0R8RAMP8VO,0.016306072977302768
WZK7YEJF77,0.02470375299005438
UM049NA9SW,0.23174892839726152
ZJOBSIU053,0.019160027595145488
8GGK2A6CNO,0.05821969874987841
2467U6JUBK,0.20174308090233856
QIU2X6T4MY,0.16203344935760702
3755XFERDU,0.09709156923881625
05E41Q6S7F,0.04630120207878049
35LHCWXD7U,0.009810792259353138
4IN1KMS9BB,0.12762571230480346
13NQ8FS69Z,0.19409256467285438
OFFGOU1BF7,0.20127011688637414
3MLG74XNPG,0.0889292236732153
17BN5QWF1U,0.019770929984219657
OI6H1GJ2ND,0.21505177416817906
343IRW3J33,0.1166215458714398
Q92NMRYZOP,0.13956015464749608
O4K6LL9OIE,0.053015367667203
L24C4WPUQY,0.2723862806720789
LKWBYIRBK6,0.01692418032132751
DPZ2XVPJUJ,0.07063457010532
W9ED27GCS9,0.11441224147552827
X0ULJ51PBV,0.024439474422600336
USESIOS8NM,0.29799320962299686
3N9ZB0ONW3,0.03589253749527953
UY5LL3MQ8S,0.10837420800297139
0YR4T8DUFN,0.12426350921480801
NKKBQ9463E,0.1307189232433457
LRSK7I4AI9,0.31888448354222515
ONVOWI60H1,0.09749852952275104
VMBG200QNC,0.008455782672687309
VPQHIJW94N,0.08693711056736274
IACYRUD13H,0.061277484674384076
I4EF5HQZCQ,0.13016109535093937
TAK24CB3FJ,0.04288678517905745
OF38CWZPZR,0.0702087060262794
7EOCN7N4M4,0.5488556649428123
UXM1FJULUA,0.0564788990455284
TQ7UB6ST02,0.1962596544365103
O0SZCMXBM3,0.07497019579806866
QT4ME8R8GF,0.017000216526896237
CDYFYVJQ8W,0.10850703964412615
2AYRKJRKN6,0.04677275375452607
MMT5GT0WBZ,0.3021381793454111
3V8KSO2ZBV,0.056439738184630966
6X3LBXUUMW,0.04358692131219876
3OEI4KVMJW,0.06851647426184691
M3Q0V7KNEU,0.018590917451927275
F8N7VGY4VZ,0.039301945708553596
3J7N3UR76H,0.05361238603149369
U5JC669F7V,0.5267981040575646
Y9CX5WK4HS,0.18637263157574363
CR7Q4LEL45,0.02943522564962536
79OG9OM3RC,0.05616701526053802
ZBG3UQZ0SM,0.375190331195137
S1QGSVCX27,0.12775855313433962
QESLO1WTSD,0.1615218221816855
J0AHUYDE0C,0.2025889711900191
U43O64FPMX,0.20944056010011927
QM6WQ11QE9,0.08013571105970535
ZZ0F24EQC6,0.01680433994324373
N1FDXYXI5E,0.26557019675710025
0KMR4DFKLH,0.4595622273928844
NBDR81OD4J,0.2472828963011475
7VQNBD8T4S,0.32004265530550013
DEA2ISMV6X,0.5316245554586334
X9L6QK8GOZ,0.037215845034642245
7K4B0IUTML,0.07136493701001573
MVV8LUI4ZF,0.010838529878985387
V6BUFKSY9V,0.03050311472929525
6E0LR6S0RQ,0.025195529927192963
OZOSNHQP55,0.08165106110521946
4G8QFEKHH1,0.03912094218809977
FPWJYP15ZT,0.09096710464318201
8FWYL3FYAQ,0.03419724907742462
XBR2C665A9,0.1434138522030283
7L9YK5KKIK,0.008634101534143382
NXTZAUSLY0,0.13090197086321656
O1SV7BL7VH,0.0731819282287387
Y70L1AZJA3,0.08548576030535691
ZTH8M0I4U0,0.053743924297181396
GBUIIF7TLM,0.18499712656388728
0P4INMV8MG,0.03941228690321863
CK1DSAXNJL,0.06787595369717411
L108RYYOSN,0.043395303013673364
75SS1OFKSW,0.18402919509138266
C7BV81JIA8,0.18427346072716455
ADCNIJ6MI3,0.3113925208249497
JGWQDVD9ZM,0.056111986414987734
L663Y04RDK,0.15198326289852132
5ZPTUV8L25,0.028482263199128253
EZFDIULQHO,0.10653312152114038
8SM51Q05SL,0.08111557464494974
SMDY37ZK19,0.30123458860965585
BS2Q6XEJBF,0.3147351643328732
AU2UV7AE64,0.09378533767593857
DM345DI3NH,0.055143292617753775
1BK3NJQU9D,0.017147557948139356
INZGSGS56Z,0.1964627507772367
RFA0R11CCZ,0.01792047878274406
ZHCMV6UND3,0.05670135348849165
SOWDUA7VNW,0.07237026578313709
WJIY5D008X,0.08393718290524922
P16IGFHSGA,0.006674913614443638
NZYNTZFLQ4,0.09343600902760477
6LG2Y0AB2X,0.050544568644188534
C5JA9ER7TX,0.14869330508187292
2OWWZINNLU,0.14819426305552388
676DI46C1O,0.12683544738390432
9H6BGCIFCC,0.12174980122274418
LOPWZY6G7P,0.15785782384024
WPJUDAN5DO,0.32645774384822884
CYPLMMGY51,0.11506590187477317
O8BMJK2R17,0.01843923258424902
41UKHAHIYO,0.13373234428165756
UUX7GTFWT4,0.1830506183823155
GYUXAFCXUI,0.031312077424547474
FHNI1HLE40,0.14750578841226242
CY23SXBLRK,0.035888055808769484
KK5P0VFK9Y,0.09366748269062894
LPI27UKCBJ,0.18055420510845163
5L3YOKPFOZ,0.310210440377808
U7YG3A5HHY,0.04038437065664322
P0Y8UD2COT,0.21295868156808037
PYLDP9HEZT,0.15938029396418185
4KJRBLEHVY,0.025403353491241003
TIB0P3OT1T,0.17215413062517068
TTS8LOVJIU,0.16448177247054754
7GQAD8RAIC,0.11951750905073588
DJIDUTFR4N,0.058293406364024046
DPBTGIOP91,0.04093603294182025
2DYWHBTPQJ,0.15705385680015707
G6U3WAYJYZ,0.052286480471649244
LYUWBM6P4B,0.08937048734088247
RA9VE7F7GE,0.048594761306532674
VC1CDEC79H,0.058271476309214316
4S3N5LG58B,0.09281015593956096
UWCS5603Q6,0.03445400932374781
O6CJ31KBYP,0.06154194495591109
G0118XM8WV,0.051405753879315806
FJCAZXUOFI,0.07160620104411139
L4QO9X7D7Z,0.21069005109629677
VLYV5RDC9C,0.014571166668105295
CABZPYGS07,0.2758949074851707
PH1RY0F1SV,0.0831304159822612
IEPUZPP31Z,0.18345956414443412
C7S4PITWFA,0.054379303813934146
RF6NX1ZZ2I,0.15127607326946999
OZU98RMF2Q,0.08577381089855507
NL71SE6OM9,0.18770094077946495
PDMN1NGL7J,0.04267640813365733
IQU644A6OL,0.15784353637431758
ES0LJPXIOZ,0.05259785424433083
IYJ6F5A72Z,0.1887659924696652
D2RWZT4K1Y,0.004535393169059547
8CXJQNEK25,0.08748624525697309
WEGCZAJQNV,0.11789960760820092
KSMY5M80BG,0.05382961122714731
AMYTR4SRKK,0.025469726347213097
E31C8XYAKU,0.11757008470805114
C7LQQGH3UX,0.0692250459799929
UX771J86G0,0.167479767350701
S66BJRU19B,0.049538726062089006
D329X67EGK,0.04020474143793058
QTYNMWB5EK,0.07094023899244933
1DLPVYIW68,0.28585444772175245
0YZSOLXF35,0.06342029719339386
TNTKIH6SNG,0.04679892859556262
WH9A9FTZ49,0.08074641857134991
QH61KSR60E,0.034688068902451456
IIE88W7J9C,0.012835252153650722
22YJNSGHP0,0.07379621831775049
PL21ZGLZYP,0.11064758898406248
3RXJUXSQIL,0.04840665392356685
ROZYX5M0VM,0.025379405331367785
316WQML22T,0.165764858774876
K6QM9EBFA0,0.11069661857899926
5U1V8CZW1J,0.12569593831820494
0LBRUVGC92,0.10479585165679228
ALW33R585Q,0.3401123962095605
T9NNPTE771,0.0853491222889024
QX39H7IUBM,0.021183791390599626
AE2IGG0QFI,0.05546033071297214
OBDHB9SXUN,0.10092470996749742
60JJ6EUBEG,0.14859781774086392
ZIWZRDJSAM,0.12649302579884525
KSHKUZU9E2,0.17530853959513013
95ZW0FAF9H,0.13819187597986332
E4UNFPQ2H7,0.18022447462641278
G2Y7O2ODXY,0.06414542924029738
FZNR5ROSRA,0.023710266878071276
3L9LWMU9XN,0.055120727696562885
QZ9C7KF625,0.4696334975935133
PZ51DGHGOR,0.2834484518030744
MQ714QD921,0.05595824993565169
018JHPY73J,0.17124641122643353
4ATOQOI85S,0.16527374224320307
73JVEH6FX0,0.03801432668532155
2X778PWKFN,0.010114197464665802
QQ1QZX1AI1,0.12685548616404632
JNOTZ9V5OY,0.13289876231549366
KD6ZHHOV64,0.17102969383460234
HM55SLNKQ4,0.21707295009351815
PTM8AX12ZN,0.07791568601177465
QEKWFKCLTZ,0.14281421907372863
5RL64ZC70V,0.24551040606551164
9AAI3MEV7X,0.023523658473258848
EZVDYLGYQ5,0.02376970740559342
5V15OXYE94,0.020095704056289552
W5RYB3ZJ46,0.3252055311296971
QY2W3TE1Q0,0.11924423076165198
59MGIXWNZX,0.24248979980659566
Q0XSJHO681,0.008388723617868792
A5HJ04XM8G,0.20313931139121433
JN1DCLM3BS,0.024139150643403988
K6TGMGTE58,0.12198229591611494
4UIMB1XL7V,0.06100096296727337
NR7JUFJEWM,0.15162721917489688
X9KBU75NQ7,0.16304929992378378
TRRU7PUDM2,0.13054448220368403
Y3L5VJ4QZH,0.11297215332171995
RCN1HVODEX,0.12829172111286294
SJL2DB6AU6,0.3300653040015929
JL8DCIOJPP,0.13475468080694766
88ZEU4KHHS,0.029121795659214657
8X6V2FUKDT,0.16934265111312374
FL3BMM7EWA,0.09894645115965414
PWKV94OG03,0.09091763227453033
VY9C9JVE9N,0.10914473550346414
U8MX05Y69M,0.06325394554675588
DZ8L7WTIJ0,0.04550223719386252
JIS2XY66T7,0.042136452755647126
OF8K6ND4GC,0.14331893068431217
EYVF23O9DK,0.10867846079077016
IAE8JO0H4D,0.030278586316943138
VQVO2FYX2Q,0.032421309400191264
1E0YM5UFBQ,0.053444826485329965
NLMW2FTVV0,0.10444912834002223
EX9MAPY2Q0,0.049046746721146846
JW1UY3M7D5,0.025059558006115323
MW5RWER06J,0.11247249063832115
7R89U1TJC9,0.04532766502532245
W005BSAYNW,0.0522554863373145
G0XOSKFF0A,0.025595215947800225
KT8ZEZR2FL,0.2179084047564055
O9H30KOYD1,0.056855565646105895
AWH8GL3F72,0.08266134495125257
MYKHHIFHGR,0.055860144200836244
4EY7A0ZWV8,0.08529092313487562
WC4BMLI5YS,0.1855179195550285
3Y8R4HDAPI,0.059411826389552426
ODA2JOZEB3,0.08055030759438672
CUUR1SUB1L,0.08599984590560503
3ZNHZ27FCJ,0.04022038874085709
X5R1EVXIPG,0.38363603950992237
3PX0WAAK69,0.13172186209604606
2XIWEJSETJ,0.08467763977698949
EGE0TIMTWB,0.15772489128610825
I9WFOMM0CQ,0.08781793414976828
L2B3Z7YBIH,0.07406666843989601
DUXQHIEGXZ,0.03777542016530512
QDQT747WHK,0.22140387044831453
8Q40CP0J4D,0.26900794349953583
O5PSG606AU,0.03737991205592916
839ZUV1WDN,0.27523352852304445
FTNFQ60YKU,0.202667346048135
TQ4YVVVVCG,0.03050695140137598
D9SEWIB3OG,0.30300842241666204
RGIWWVE25B,0.13480958852110156
LX3JKTJWTB,0.2367635520329754
3638X07NRD,0.22646834799417273
EMRN25IOV1,0.11495376514580755
0AF1IFEH0F,0.09925704960983615
KUSI9TRA3G,0.2048032095723097
0O0MQLECKP,0.06076420579848877
XBIJM357H5,0.23844967738342454
P353RGLDC3,0.08826679812447534
46P1WGEVF5,0.15565919175934206
UUVK4H32M4,0.028511035525617266
BQN3MEJQOW,0.08815550399918198
0LJNZY22HQ,0.1461197769843618
4LYRIHLBJO,0.1530585268971787
ZA5C4S4AXV,0.33750149069732466
DQXAKG9DW4,0.3096041980138668
DQ0M0J1W20,0.0861265357656142
IVSYX37SCT,0.05143240391297998
5DHWRRD7VN,0.044699040121513885
0T7F4CR1XJ,0.09030912969088215
AHL7BFG4VV,0.1161889920064788
KDZ382FDGV,0.05273818932984412
20407W88VJ,0.03194994519337228
HRWJO21NQC,0.02326751267116373
AWFYT2QGA9,0.17421668260068732
G0PFPJAJZO,0.11595159837850386
V8F64EV95Q,0.1104133349494892
G725LXZ7MQ,0.05514252202017433
A7MGJ7ZPU7,0.05098630192584221
EY134TXGDF,0.07093255782593247
XX4Z5INGRJ,0.027359065331867917
6FCOZT15NQ,0.13374626511103344
4DVCY8ST50,0.03275462233698169
DP3D0SLBCF,0.053924142226247945
RKR0FHI2PD,0.06434644165060091
VUXQF8S53V,0.33517031385081913
VXE1VI9ZSM,0.19890136359438781
K39BWY44J7,0.04025855940415628
0NV1EB2UWY,0.3489920624780854
82Q4UTFZH3,0.038085692600032764
UI2Z8MHWYM,0.02227370593755907
YD5E3DDR8O,0.03013704737098479
E0A2CGLZXX,0.02325715098677168
RXELB3OIEY,0.1594001416903692
287K6TC25U,0.03349877450857154
928UF5YH2M,0.2867649356013272
OHTMPNSUVM,0.038230192929319166
0A9QKVUTK4,0.5672939456293636
AFBVUBLEEE,0.30211468434746225
1290KAKIIE,0.07398438173164022
IQF465Q9EV,0.052399586178675094
7KTONX2ZMH,0.024028559791050858
6OHJMD3C2C,0.07041745439066453
M2Q4QCX37Y,0.13420911203063454
0792BI8XQI,0.2822580550186964
3CTPMRNWS4,0.06783737189770107
4FSHD7YLY7,0.2538524166547676
OH8JMFDGQY,0.07659313484382567
UJEMEVZHIQ,0.021981681997054147
8BRMUGJ1MI,0.25351919184229976
5B20K6CWW9,0.07942596992329216
PSL91VD0CO,0.11803841013660975
DNO7XHWHBZ,0.04571913499281925
2GV271FDCR,0.061416761866358575
0ANLMB8HG2,0.07310850272147656
24EHJ2QE5W,0.04584351867021759
UG3EOK4UEK,0.009669060277150922
ZGJOSJEW54,0.013161782585663763
NZYMJWGTIA,0.3374800768424789
28BN8ZNJCL,0.08676093707140699
BNWWUC411D,0.22001350810930428
HSBWARX08X,0.12091129702568111
APOKPRPENI,0.27931571996392157
JH76TG1VYZ,0.15095664533679123
JKME7L5A3N,0.1962434219652055
JIQX0E358R,0.15911923252636234
0R599L9DQH,0.011647693045248347
NG9AWK4ZHW,0.026155429983625755
0U5DR9FXJ2,0.29522552339057495
5MFK4X6G5N,0.2486292330170345
HAGAQNALHP,0.05323265435362742
26TI0X1ZMA,0.01588591752443044
ZLFBG6WMFV,0.09244309884676494
88K28OPRL5,0.03622175156056841
D9MFSB6APH,0.12333529108870693
HE1WR5Q32D,0.3367084716722868
A6IXBN3IAE,0.030218354016588764
IT7CBT9RVL,0.0796597962391048
1CBZWQ9DRP,0.167022487521724
EII0MO6UYN,0.2674742249222747
ZW2ST618GS,0.048276289686281934
AMN184S3VF,0.14704260448684073
K5IZ0I0G3Z,0.021877256813924745
OR4VH9UZSR,0.057162663955231514
MAFOCLSGQO,0.2017039686405593
BV8WG36T9Z,0.053967089143528914
MCCT3QTT9A,0.060833553964153284
5SZ3ROF3XQ,0.1702013175527015
CR789NFT2F,0.0391040820270066
OB1TP2CKSQ,0.01105676004344922
BOLYU407U3,0.19276894704218542
XJJNZW7OWP,0.2500456005405429
TUUIJAL55E,0.08583242737926103
F2NSSNNXTY,0.4246522361756579
EG627GPDPX,0.06455130265969988
SZGNYFOHIF,0.16532746725918807
ZHWA79HUQ8,0.11115324939551571
5TB273FKES,0.2273188731428326
5QQ2KAVX5U,0.10269501877008891
F43SYSQ95Q,0.32600385268389603
ZDRFX5PETI,0.04492060194498777
RE9Y8R9ZLY,0.16075059319567728
WGKHC0W0II,0.04142895272339293
KKSX8R0U8X,0.10220660648531107
82U1SKIWTN,0.05575181477009236
55O40KEUP0,0.0663216290053721
IVIHH46U53,0.07230203566191604
8A8BW6H9IH,0.08427918257750154
B60CD9F5LY,0.46508281013065417
S2X1F6Y2G9,0.19525495899964251
EHXLSOPKP5,0.07932365568426011
3E7J96ZIKI,0.09563541066630067
8NFI8RO59I,0.06030765735669137
75ZRQ6IA2O,0.15468498280654502
GCVURVC7OG,0.12956199525272996
WIF541JBK0,0.15281417506892192
5ZID4C1742,0.06278172690990858
MKNFWUSAQ7,0.12472610853333808
W5IJRJ8773,0.06705767558211746
EHZMRW3ZKW,0.024749313031224934
PLCE83HBZK,0.23142293651233517
OO03JOP26T,0.26056710331370647
K54V7T0IQ5,0.05247843777105423
2707OLJZ92,0.14423551430341117
JCT6X0I9YK,0.08608493820343774
NQZ3BLG20R,0.1399368039310347
GP1KB0GTWC,0.15574928957645626
B0DCC4H4IX,0.02058255647298471
K5DLWPLIUY,0.18010934312272686
IJCRC61QXX,0.06846762356497761
WQEJFJ9ROO,0.0459170584758022
4LWONEME2A,0.03144884653884378
D9TRW9WAG6,0.24745618883755663
Y2ZRDTE3KP,0.10316990667025706
IEFBHK3RAH,0.07484437917112476
CCO3UM9YI3,0.04405848330383423
EGM2NTF2BA,0.04971135162835184
W92JHEUQQ5,0.2997560702184246
MS90Z1KXYL,0.046570330728854664
IC4IT7ZP6C,0.2766422013048664
QIN60C7P2B,0.0542940339489202
FTQZFYJ0S7,0.038875504091968306
W5ZO3D3RJ3,0.46451837635350773
QWM7FKR5DF,0.04358244272435622
TRPP758CZ0,0.1393847459401792
2CWOXNSYLW,0.06497273190824769
HT68PN3UWO,0.10735447132034186
COMBJKY9RH,0.17629068389839425
283PH3PBQC,0.23559322352338188
RK0FJ5GYF9,0.2662971809628255
VEUVPI041X,0.15996652797692557
89I7BXUKQE,0.03209652524225939
AWRAOV4J6O,0.17630590600736362
BPWM4LKP2D,0.026637955373139847
XL8TJDCFNC,0.09454406362328
W4SJV3HMUR,0.27353509247390256
APU4ACL0NR,0.024975770122288625
KXUPGAJP4P,0.26143073479290657
0RDQYNMMZ3,0.30843173675815416
P9B8DQMTJ1,0.09806389053710837
852VA93ZGO,0.05865426784834039
JDDIGN7SM3,0.04119515418297227
26V1W8Y1NT,0.07644611743913177
3ACTIBNKLY,0.03193533398618712
Q05DQTBOLJ,0.11620539548129558
GDKAKOM7RO,0.22687293937633277
ZWMIO57BGM,0.024292354231109575
VUPMWB6D7K,0.25923881808473853
Y82UIHHPVZ,0.018053638703766556
SSMJLLQN9B,0.03098937156298504
5W3AQVX04A,0.1595295541674316
PLLT1PKX0X,0.14990366169757227
TZP2JVBSV5,0.0651997972046024
QDNY5NJD52,0.13397831946451946
G08DU3CRWM,0.22001964934243998
FOXDFFN7I8,0.01656015574890412
F22CGCEB5F,0.04857055443327227
E166XY0VBU,0.24569595792719218
K32TEN8I32,0.07519328634895142
8H8O5ZD6UT,0.1513865868825707
CG0KML2T69,0.10944454438791232
H2BOM41TDY,0.011097966847548232
N8R16ONSJN,0.06739815232566561
L5D8YE5W80,0.01606875962834992
71ER1H3K73,0.05125836640851562
TN82N998O8,0.029239106438428343
S0BCLP8PIU,0.15568326282235942
DPCEOCKI3O,0.04290483294926533
GVH3AN5T9G,0.06443681218972912
9FIYW2G1EI,0.060878554343547844
SR0QQA0TAK,0.09566278484243901
FMCLNG8DHQ,0.05240774297093057
I58PBISQ2D,0.32446641764910744
G22EPX0I7O,0.08137074011175027
2R9YEBLFGI,0.1265121532343606
J92NEHV80J,0.010944201139234153
3ZLX5ZXKFX,0.13571762112419875
VX9ADBNYD8,0.04391767539458133
JH0GSDORGZ,0.11169707801210073
CSU8KA787H,0.17072816755449285
TZGJNWRU08,0.606074689283882
OJ1ZOQW2KU,0.10136360084403205
RO3O5TZ6UJ,0.27956476309895173
VLRJ1S356O,0.04918854887262366
44X30RLG7K,0.22379880899368035
MEFS6VTY8B,0.059217778286385844
H0OCZ6H97Z,0.024098327717385796
EP4FFYWZKJ,0.01912908209220866
FP66D6Q759,0.022567126717617587
K1B2R2CCVW,0.39550903545955457
J70QIAG1EL,0.1443620114099002
DLBBEROMAV,0.2467593525706692
7583T5WJ2Y,0.2561732956727432
MI0PRRSNL1,0.07984514449888927
VE44FLQ3KA,0.07280454901340717
DB5E0E3EGS,0.01708086882064276
MJ7C88I9N9,0.10214115670072735
MO3W7FWYB0,0.4235386923996173
JLUU6NX32B,0.105382635906543
DCUM5UO9ND,0.03796935971996546
NNV7LPMSNQ,0.11094554969691818
TNHFC0YBVQ,0.1304251650381296
POP8I97JMU,0.05542377114652362
P4MEF38GY6,0.08500587976376438
UU8GODK702,0.07006232122677968
5QLGD0Y6S5,0.011248611919035947
7TCMWXP1RZ,0.27644785654912357
153MI25IVJ,0.04038667775134347
MJIE0LK8WN,0.17716147682930364
A59CIJOERT,0.1388451004006423
3J7FGBC7VT,0.15047768946654658
W8IIHRYCT7,0.0619594784480427
HADU0NJOS1,0.028402221516162132
BKBUNEOTLM,0.043525259321300296
LQ5IOA6IS2,0.1176947940121525
ELV5L0P1CX,0.03767125703238343
DUIFRO0M0Z,0.03207610896714418
VLGFC7NT5F,0.21197542617913806
YZBNYKUG66,0.16323457297897512
RS5OB5YYLQ,0.12234532002192086
WBKEYKJ52K,0.015182559886752328
M172180OQS,0.03251658426700811
S0NROAB6E9,0.2520266739036651
I2W1LX8J95,0.016887690105398277
CLCUEN7Y9R,0.11102694657726023
0U6YETXXMN,0.14893468310275018
QBMG9R9DKX,0.3035512687766038
8GZVRB34JB,0.007566459576093784
RP9GVZVLE6,0.047675465919980606
L752BZHH0F,0.017982780295711764
CMPSNEOZBG,0.22908082583294953
MOJQLNHS5O,0.07008566739659829
H2V06M4Q62,0.08742469815096342
KQFR9EXCMH,0.09191499295179424
D7BY250XAB,0.04419320829456187
B5DLQ1NKQD,0.029174843417907048
FS8ZC7Z193,0.06691057420048523
5A8SUDJ5CZ,0.04808550325559869
F0HGI8BBG8,0.054238298577512924
NG8WRJYFNM,0.053696091059616216
EYLGWK48OK,0.05075408430504568
PHX9VPXEK8,0.04204632559170322
NUWJKFMWDH,0.03360982841289447
3R0Z0K8G8E,0.1079045451581681
LUBWHSKAF4,0.08112114862935454
S4OWY6YKL7,0.013325745116943644
U1ZNBRHQZW,0.10403287050607925
7WO24RGZ3Y,0.10286713429694627
8AX8OCXPJT,0.06129789610680433
0LME98NQI5,0.22785866299271165
S17YCHH2EP,0.08162060823264794
UOGQJM63GU,0.19969348783526267
PV301BPDKR,0.36816598460190303
JO5OXKQP71,0.031587307329452835
14A7FHLYQS,0.1813275406973624
TY2HV85V10,0.23665801513732818
PXNL8A2I8B,0.06907095543291593
DFXWMCLD0J,0.10578481998434715
L1OZFTZ5KK,0.055366935677744575
TTE9PJMD4U,0.06808148755931924
S303KKRX5V,0.17203351415144205
9A3C1SM0OU,0.05477569214483624
B38KC4ZBBH,0.09247883888391428
2TPCQUPI5F,0.043441943493614875
0BF8TKU8XF,0.045102420356563096
1IS6EDGE44,0.06756924738051065
R8BYLKUSER,0.04254525242524926
BY2A9JBE7V,0.08042557150638685
IF5RRRL3UW,0.3365890509156206
GSNP7P4QZZ,0.2512398226898837
A5CPLIJFBP,0.08848404169703719
H9RDGAVX51,0.4272182749324429
IPIL51345C,0.041127006331616214
393AR0U51V,0.07696944213877104
XOIUPGNMTE,0.05246973072305166
NJ2T363WC8,0.1802754818163502
U9BQJN84AF,0.08384859865734197
1G18IYBF1P,0.1968172987771455
JJ79BOT45A,0.03851914020127935
C7TKWJZ5YU,0.07398089531895972
6B8EAA0MSU,0.18752688323353559
EJHYWIK27I,0.05725396268260353
3STL75L1OM,0.1299292475751326
XPXWN8BJ6B,0.12169866341048365
3NF5A9MVLD,0.08946189878170888
EX17UU3RDH,0.039394063546917796
2MLCV5H5KF,0.021543290500604693
QMGUTZ577J,0.024504498996856267
GK0FH5EROC,0.17044236859539175
HIOKEC48T3,0.21217891941445338
9OXK1BBSHC,0.11302976013467302
9SC2NF53QF,0.11446062222742977
MNKNW3YGUB,0.1537919416716667
IWSBENVICB,0.13730135247067063
DHANSBBS72,0.17221294747176194
9JN7FYQ26G,0.0881336815328043
DD4B21X8IM,0.10169302253407037
CDKYQRMQYO,0.035755390102702546
FSWNXUO1A4,0.19820862731890151
QK19XWBHTI,0.061551206108888326
THOS8F4KOS,0.11869559363139116
1BJNUL62E9,0.11559965288917057
5W60URE6I1,0.24973464459942618
795AQC0QFH,0.25311690120961416
3356JNT5HM,0.07994527205154874
VB3EQRAMKQ,0.22821853251132598
27I6HUWMVP,0.10873590808047576
HYU01X4RAJ,0.03912793536111375
81GG05LT4W,0.12530987535035557
FUMFKY8T82,0.0370443052739332
KA20XMYTQT,0.11333630691410525
O5RZE5M26L,0.06061464711779356
CJTR1M0NQK,0.26825858854202833
KFO8WK8XO9,0.04649650449267658
EIGOKD762B,0.01603932632386655
QQA92BAM02,0.1504610200429273
PQKW3XLI5K,0.033056125926133155
RPUR7V3KD2,0.09192344709941817
MUF9H8SOAY,0.04366821818655312
6L4YNS4UIQ,0.31666921544417
IBVISKB1QW,0.13924907459330252
1I2S19B4WS,0.19020743324618872
9VU68DRI6P,0.013803056191150258
FYRQGLNV4U,0.22153233458201382
WHDEBA9N7O,0.04355855657568562
UXXRQHF4B4,0.04769243196409432
PGCWUHQ1WF,0.0532105914341114
KTWC5RL9JD,0.1722896473345249
7UHP5XXBD3,0.016253936988260834
AW3N9SGTQQ,0.0910599725841422
EU3UM7ODNZ,0.051528730024988444
5J1NTEAAAY,0.1106798243147612
8HD4IL1BS9,0.025739570125746052
FXUU42SBVW,0.03581751615311031
BXN04GPH3N,0.06554045341888194
3LR9CZK080,0.055088363853701916
L71BST0E9N,0.10977075304480922
C4WUCEF1H5,0.04703119403461085
45EY0ES9YO,0.24712166068678568
EPRJGVI3CS,0.2841196885976976
X3HO8HH7KK,0.10818921926470783
BBL10I4V8B,0.044701251014674356
5HWU7MOXUH,0.03199608775245656
M38QX1DB65,0.055481664263200434
QN03K3N8H9,0.01677542851786266
2CK3V39322,0.3036812390732017
7Y5VRJCZAA,0.15351309433361193
E7XSIZZOVZ,0.12141680663581866
42KLABIYIC,0.07132179965038497
